Date/Time,Electricity:Facility [kWh](Hourly),Gas:Facility [kWh](Hourly),Heating:Electricity [kWh](Hourly),Heating:Gas [kWh](Hourly),Cooling:Electricity [kWh](Hourly),HVACFan:Fans:Electricity [kWh](Hourly),Electricity:HVAC [kWh](Hourly),Fans:Electricity [kWh](Hourly),General:InteriorLights:Electricity [kWh](Hourly),General:ExteriorLights:Electricity [kWh](Hourly),Appl:InteriorEquipment:Electricity [kWh](Hourly),Misc:InteriorEquipment:Electricity [kWh](Hourly),Water Heater:WaterSystems:Gas [kWh](Hourly) 
 01/07  05:00:00,0.755313464,8.880759857,0.00E+00,8.46291824,0.00E+00,0.233011938,0.233011938,0.233011938,6.73E-02,1.47E-02,6.58E-02,0.357356477,0.39322772
 01/07  06:00:00,0.809963345,9.167748438,0.00E+00,8.425506159,0.00E+00,0.23198186,0.23198186,0.23198186,6.73E-02,1.47E-02,8.01E-02,0.398781107,0.714775148
 01/07  07:00:00,1.039042168,9.782663657,0.00E+00,8.432369704,0.00E+00,0.232170836,0.232170836,0.232170836,0.154879099,3.37E-02,0.140383655,0.460752354,1.318558385
 01/07  08:00:00,1.350127958,9.314595315,0.00E+00,7.787555728,0.00E+00,0.21441699,0.21441699,0.21441699,0.316492024,6.90E-02,0.228567474,0.489583897,1.493318167
 01/07  09:00:00,1.311695786,9.134166819,0.00E+00,7.645114583,0.00E+00,0.210495117,0.210495117,0.210495117,0.303024287,6.60E-02,0.301128191,0.413914906,1.460542723
 01/07  10:00:00,1.167305218,9.863770054,0.00E+00,8.507157338,0.00E+00,0.234229986,0.234229986,0.234229986,0.154879099,3.37E-02,0.375064854,0.352275056,1.332348815
 01/07  11:00:00,1.180087077,10.30750226,0.00E+00,9.109074297,0.00E+00,0.250802737,0.250802737,0.250802737,0.127943542,2.79E-02,0.395793166,0.360559982,1.173593418
 01/07  12:00:00,1.180545168,9.527230293,0.00E+00,8.47464127,0.00E+00,0.233334711,0.233334711,0.233334711,0.127943542,2.79E-02,0.413608816,0.360670447,1.027746867
 01/07  13:00:00,1.164081333,9.545252318,0.00E+00,8.60407711,0.00E+00,0.236898505,0.236898505,0.236898505,0.127943542,2.79E-02,0.3996568,0.354594835,0.916751527
 01/07  14:00:00,1.139822503,9.538840497,0.00E+00,8.665826887,0.00E+00,0.23859868,0.23859868,0.23859868,0.127943542,2.79E-02,0.361436105,0.366856526,0.847745372
 01/07  15:00:00,1.148556568,9.821769477,0.00E+00,9.012462631,0.00E+00,0.2481427,0.2481427,0.2481427,0.134677452,2.93E-02,0.331768009,0.387513608,0.782615794
 01/07  16:00:00,1.223633392,9.988916147,0.00E+00,9.171400431,0.00E+00,0.25251878,0.25251878,0.25251878,0.168346836,3.67E-02,0.339922861,0.409054416,0.789340983
 01/07  17:00:00,1.480996906,9.83895904,0.00E+00,8.9333238,0.00E+00,0.245963748,0.245963748,0.245963748,0.28282264,6.16E-02,0.389638974,0.483839681,0.872309469
 01/07  18:00:00,2.000314339,11.07655187,0.00E+00,9.99928826,0.00E+00,0.275313251,0.275313251,0.275313251,0.52524207,0.114436865,0.480422252,0.587787887,1.036778124
 01/07  19:00:00,2.33982765,11.0719567,0.00E+00,9.829688503,0.00E+00,0.270643613,0.270643613,0.270643613,0.781129237,0.170188159,0.432594366,0.638160237,1.198313183
 01/07  20:00:00,2.261268466,9.525745664,0.00E+00,8.249439757,0.00E+00,0.227134174,0.227134174,0.227134174,0.828266358,0.180458136,0.34959093,0.658706854,1.230935685
 01/07  21:00:00,2.111326918,9.647320457,0.00E+00,8.456118874,0.00E+00,0.232824729,0.232824729,0.232824729,0.713790553,0.155516757,0.310730547,0.681352319,1.144271593
 01/07  22:00:00,1.936078748,9.414741835,0.00E+00,8.341977347,0.00E+00,0.229682038,0.229682038,0.229682038,0.599314665,0.130575396,0.293949376,0.665445261,1.02693014
 01/07  23:00:00,1.623527011,9.852446825,0.00E+00,8.96788525,0.00E+00,0.246915338,0.246915338,0.246915338,0.451169476,9.83E-02,0.234174255,0.575857593,0.84489782
 01/07  24:00:00,1.304836997,10.06949381,0.00E+00,9.392747309,0.00E+00,0.258613187,0.258613187,0.258613187,0.309758114,6.75E-02,0.151455748,0.500409534,0.642279435
 01/08  01:00:00,0.981812654,9.937314498,0.00E+00,9.480106469,0.00E+00,0.261018471,0.261018471,0.261018471,0.161612925,3.52E-02,9.29E-02,0.413914906,0.428698517
 01/08  02:00:00,0.856306372,10.06294823,0.00E+00,9.700539717,0.00E+00,0.267087723,0.267087723,0.267087723,9.43E-02,2.05E-02,7.62E-02,0.381106598,0.336158767
 01/08  03:00:00,0.812302908,10.29397334,0.00E+00,9.957629946,0.00E+00,0.274166261,0.274166261,0.274166261,6.73E-02,1.47E-02,6.23E-02,0.376687971,0.310397985
 01/08  04:00:00,0.806118906,10.57189495,0.00E+00,10.22888056,0.00E+00,0.281634681,0.281634681,0.281634681,6.73E-02,1.47E-02,5.40E-02,0.371385619,0.317434195
 01/08  05:00:00,0.802730595,10.60214744,0.00E+00,10.1850931,0.00E+00,0.280429069,0.280429069,0.280429069,6.73E-02,1.47E-02,6.58E-02,0.357356477,0.392440449
 01/08  06:00:00,0.852903534,10.72697809,0.00E+00,9.985079944,0.00E+00,0.27492205,0.27492205,0.27492205,6.73E-02,1.47E-02,8.01E-02,0.398781107,0.714431012
 01/08  07:00:00,1.075746329,11.11681681,0.00E+00,9.765452966,0.00E+00,0.268874998,0.268874998,0.268874998,0.154879099,3.37E-02,0.140383655,0.460752354,1.31962828
 01/08  08:00:00,1.405335063,11.32145817,0.00E+00,9.792659903,0.00E+00,0.269624094,0.269624094,0.269624094,0.316492024,6.90E-02,0.228567474,0.489583897,1.495076849
 01/08  09:00:00,1.372992788,11.36252472,0.00E+00,9.87140188,0.00E+00,0.271792119,0.271792119,0.271792119,0.303024287,6.60E-02,0.301128191,0.413914906,1.462613329
 01/08  10:00:00,1.192651617,10.78537742,0.00E+00,9.42773036,0.00E+00,0.259576385,0.259576385,0.259576385,0.154879099,3.37E-02,0.375064854,0.352275056,1.333383158
 01/08  11:00:00,1.205117772,11.21754441,0.00E+00,10.01818102,0.00E+00,0.275833431,0.275833431,0.275833431,0.127943542,2.79E-02,0.395793166,0.360559982,1.174528845
 01/08  12:00:00,1.168308456,9.083800458,0.00E+00,8.030207831,0.00E+00,0.221097999,0.221097999,0.221097999,0.127943542,2.79E-02,0.413608816,0.360670447,1.028750471
 01/08  13:00:00,1.150574312,9.05652929,0.00E+00,8.11350647,0.00E+00,0.223391484,0.223391484,0.223391484,0.127943542,2.79E-02,0.3996568,0.354594835,0.918599139
 01/08  14:00:00,1.109709138,8.44678174,0.00E+00,7.57211922,0.00E+00,0.208485315,0.208485315,0.208485315,0.127943542,2.79E-02,0.361436105,0.366856526,0.849394281
 01/08  15:00:00,1.125684263,8.992565109,0.00E+00,8.181747945,0.00E+00,0.225270396,0.225270396,0.225270396,0.134677452,2.93E-02,0.331768009,0.387513608,0.784126113
 01/08  16:00:00,1.209890601,9.491754057,0.00E+00,8.672266708,0.00E+00,0.238775989,0.238775989,0.238775989,0.168346836,3.67E-02,0.339922861,0.409054416,0.791312616
 01/08  17:00:00,1.476743447,9.686438891,0.00E+00,8.778839568,0.00E+00,0.24171029,0.24171029,0.24171029,0.28282264,6.16E-02,0.389638974,0.483839681,0.874273551
 01/08  18:00:00,1.998573366,11.01514122,0.00E+00,9.936056688,0.00E+00,0.273572278,0.273572278,0.273572278,0.52524207,0.114436865,0.480422252,0.587787887,1.038599049
 01/08  19:00:00,2.299474214,9.607838765,0.00E+00,8.364064766,0.00E+00,0.230290177,0.230290177,0.230290177,0.781129237,0.170188159,0.432594366,0.638160237,1.199818981
 01/08  20:00:00,2.258634428,9.43315356,0.00E+00,8.153772345,0.00E+00,0.224500136,0.224500136,0.224500136,0.828266358,0.180458136,0.34959093,0.658706854,1.234010993
 01/08  21:00:00,2.105570823,9.440402478,0.00E+00,8.247059382,0.00E+00,0.227068635,0.227068635,0.227068635,0.713790553,0.155516757,0.310730547,0.681352319,1.146413107
 01/08  22:00:00,1.940355263,9.571954312,0.00E+00,8.497298971,0.00E+00,0.233958552,0.233958552,0.233958552,0.599314665,0.130575396,0.293949376,0.665445261,1.028820992
 01/08  23:00:00,1.624244074,9.879930423,0.00E+00,8.993928773,0.00E+00,0.247632402,0.247632402,0.247632402,0.451169476,9.83E-02,0.234174255,0.575857593,0.846337896
 01/08  24:00:00,1.307547338,10.16842169,0.00E+00,9.49118602,0.00E+00,0.261323528,0.261323528,0.261323528,0.309758114,6.75E-02,0.151455748,0.500409534,0.642768601
 01/09  01:00:00,0.988492435,10.40246237,0.00E+00,9.961468195,0.00E+00,0.274271941,0.274271941,0.274271941,0.161612925,3.52E-02,8.64E-02,0.413914906,0.412484661
 01/09  02:00:00,0.882712948,11.15673666,0.00E+00,10.80297278,0.00E+00,0.297441326,0.297441326,0.297441326,9.43E-02,2.05E-02,7.22E-02,0.381106598,0.327514128
 01/09  03:00:00,0.834615923,11.19254097,0.00E+00,10.86287087,0.00E+00,0.299090517,0.299090517,0.299090517,6.73E-02,1.47E-02,5.97E-02,0.376687971,0.303724703
 01/09  04:00:00,0.819203811,11.08949509,0.00E+00,10.75371115,0.00E+00,0.296084992,0.296084992,0.296084992,6.73E-02,1.47E-02,5.26E-02,0.371385619,0.310203746
 01/09  05:00:00,0.817652384,11.22689559,0.00E+00,10.82406324,0.00E+00,0.298022016,0.298022016,0.298022016,6.73E-02,1.47E-02,6.32E-02,0.357356477,0.37821845
 01/09  06:00:00,0.872649844,11.55323463,0.00E+00,10.85105021,0.00E+00,0.298765056,0.298765056,0.298765056,6.73E-02,1.47E-02,7.60E-02,0.398781107,0.674717292
 01/09  07:00:00,1.088917506,11.89004098,0.00E+00,10.62974135,0.00E+00,0.292671696,0.292671696,0.292671696,0.154879099,3.37E-02,0.129758135,0.460752354,1.228564068
 01/09  08:00:00,1.424817534,12.68597329,0.00E+00,11.26883141,0.00E+00,0.310267944,0.310267944,0.310267944,0.316492024,6.90E-02,0.207406095,0.489583897,1.383420463
 01/09  09:00:00,1.357358703,11.85522761,0.00E+00,10.48169018,0.00E+00,0.288595361,0.288595361,0.288595361,0.303024287,6.60E-02,0.268690864,0.413914906,1.345027919
 01/09  10:00:00,1.171729326,11.5521472,0.00E+00,10.3033543,0.00E+00,0.283685188,0.283685188,0.283685188,0.154879099,3.37E-02,0.33003376,0.352275056,1.224529002
 01/09  11:00:00,1.195836032,12.63589479,0.00E+00,11.5303337,0.00E+00,0.317467961,0.317467961,0.317467961,0.127943542,2.79E-02,0.344876896,0.360559982,1.080726546
 01/09  12:00:00,1.16460727,10.77719801,0.00E+00,9.802158245,0.00E+00,0.269885614,0.269885614,0.269885614,0.127943542,2.79E-02,0.361120015,0.360670447,0.950197612
 01/09  13:00:00,1.143535248,10.46884719,0.00E+00,9.594313449,0.00E+00,0.264162964,0.264162964,0.264162964,0.127943542,2.79E-02,0.351846255,0.354594835,0.850110058
 01/09  14:00:00,1.114377849,10.13987546,0.00E+00,9.324789792,0.00E+00,0.256742093,0.256742093,0.256742093,0.127943542,2.79E-02,0.317848037,0.366856526,0.78981743
 01/09  15:00:00,1.098326509,9.366059848,0.00E+00,8.609152426,0.00E+00,0.237038245,0.237038245,0.237038245,0.134677452,2.93E-02,0.292642405,0.387513608,0.73021637
 01/09  16:00:00,1.175804909,9.546150728,0.00E+00,8.780256383,0.00E+00,0.241749299,0.241749299,0.241749299,0.168346836,3.67E-02,0.302863858,0.409054416,0.737719612
 01/09  17:00:00,1.447557564,9.866538426,0.00E+00,9.023345998,0.00E+00,0.248442355,0.248442355,0.248442355,0.28282264,6.16E-02,0.353721026,0.483839681,0.809866657
 01/09  18:00:00,1.980209413,11.55550953,0.00E+00,10.55305555,0.00E+00,0.290560284,0.290560284,0.290560284,0.52524207,0.114436865,0.445070293,0.587787887,0.961968494
 01/09  19:00:00,2.289725248,10.40052169,0.00E+00,9.256126047,0.00E+00,0.254851554,0.254851554,0.254851554,0.781129237,0.170188159,0.398284023,0.638160237,1.100440625
 01/09  20:00:00,2.257670691,10.53083516,0.00E+00,9.362529105,0.00E+00,0.25778118,0.25778118,0.25778118,0.828266358,0.180458136,0.315346149,0.658706854,1.122935836
 01/09  21:00:00,2.101035343,10.43574147,0.00E+00,9.348268989,0.00E+00,0.257388552,0.257388552,0.257388552,0.713790553,0.155516757,0.275875149,0.681352319,1.040542494
 01/09  22:00:00,1.937026374,10.65490783,0.00E+00,9.669625408,0.00E+00,0.26623655,0.26623655,0.26623655,0.599314665,0.130575396,0.25834249,0.665445261,0.939448072
 01/09  23:00:00,1.623775262,10.82015959,0.00E+00,10.00450278,0.00E+00,0.275456824,0.275456824,0.275456824,0.451169476,9.83E-02,0.205881021,0.575857593,0.775993057
 01/09  24:00:00,1.317572677,11.05287982,0.00E+00,10.4195241,0.00E+00,0.286883724,0.286883724,0.286883724,0.309758114,6.75E-02,0.13592089,0.500409534,0.59888866
 01/10  01:00:00,1.014634619,11.35172014,0.00E+00,10.91094386,0.00E+00,0.300414125,0.300414125,0.300414125,0.161612925,3.52E-02,8.64E-02,0.413914906,0.412266767
 01/10  02:00:00,0.897594435,11.69687299,0.00E+00,11.34346359,0.00E+00,0.312322813,0.312322813,0.312322813,9.43E-02,2.05E-02,7.22E-02,0.381106598,0.32715965
 01/10  03:00:00,0.849144166,11.71998627,0.00E+00,11.39053195,0.00E+00,0.31361876,0.31361876,0.31361876,6.73E-02,1.47E-02,5.97E-02,0.376687971,0.303508909
 01/10  04:00:00,0.847911013,12.13189165,0.00E+00,11.79634746,0.00E+00,0.324792194,0.324792194,0.324792194,6.73E-02,1.47E-02,5.26E-02,0.371385619,0.309964003
 01/10  05:00:00,0.853968894,12.54578742,0.00E+00,12.14306714,0.00E+00,0.334338526,0.334338526,0.334338526,6.73E-02,1.47E-02,6.32E-02,0.357356477,0.378106389
 01/10  06:00:00,0.913080423,13.02177408,0.00E+00,12.31947578,0.00E+00,0.339195635,0.339195635,0.339195635,6.73E-02,1.47E-02,7.60E-02,0.398781107,0.674831169
 01/10  07:00:00,1.144359357,13.90426338,0.00E+00,12.64337144,0.00E+00,0.348113547,0.348113547,0.348113547,0.154879099,3.37E-02,0.129758135,0.460752354,1.229156364
 01/10  08:00:00,1.429334621,12.85058019,0.00E+00,11.43289054,0.00E+00,0.314785031,0.314785031,0.314785031,0.316492024,6.90E-02,0.207406095,0.489583897,1.383968227
 01/10  09:00:00,1.365131644,12.13858503,0.00E+00,10.76400088,0.00E+00,0.296368302,0.296368302,0.296368302,0.303024287,6.60E-02,0.268690864,0.413914906,1.346074632
 01/10  10:00:00,1.14850055,10.70960035,0.00E+00,9.459692689,0.00E+00,0.260456413,0.260456413,0.260456413,0.154879099,3.37E-02,0.33003376,0.352275056,1.225643759
 01/10  11:00:00,1.143827054,10.74836947,0.00E+00,9.641384425,0.00E+00,0.265458983,0.265458983,0.265458983,0.127943542,2.79E-02,0.344876896,0.360559982,1.082150497
 01/10  12:00:00,1.106396832,8.665017181,0.00E+00,7.687973967,0.00E+00,0.211675177,0.211675177,0.211675177,0.127943542,2.79E-02,0.361120015,0.360670447,0.952201058
 01/10  13:00:00,1.062492836,7.527679262,0.00E+00,6.650879234,0.00E+00,0.183120552,0.183120552,0.183120552,0.127943542,2.79E-02,0.351846255,0.354594835,0.852376346
 01/10  14:00:00,1.025096515,6.899858959,0.00E+00,6.082120609,0.00E+00,0.167460759,0.167460759,0.167460759,0.127943542,2.79E-02,0.317848037,0.366856526,0.792470112
 01/10  15:00:00,1.018082219,6.454747515,0.00E+00,5.694705764,0.00E+00,0.156793956,0.156793956,0.156793956,0.134677452,2.93E-02,0.292642405,0.387513608,0.733350699
 01/10  16:00:00,1.09767999,6.712059707,0.00E+00,5.942784608,0.00E+00,0.163624381,0.163624381,0.163624381,0.168346836,3.67E-02,0.302863858,0.409054416,0.741100367
 01/10  17:00:00,1.365945845,6.905624366,0.00E+00,6.059234751,0.00E+00,0.166830636,0.166830636,0.166830636,0.28282264,6.16E-02,0.353721026,0.483839681,0.813063844
 01/10  18:00:00,1.897540246,8.556504294,0.00E+00,7.550538147,0.00E+00,0.207891117,0.207891117,0.207891117,0.52524207,0.114436865,0.445070293,0.587787887,0.965480661
 01/10  19:00:00,2.20910083,7.475839204,0.00E+00,6.327873251,0.00E+00,0.174227136,0.174227136,0.174227136,0.781129237,0.170188159,0.398284023,0.638160237,1.104010935
 01/10  20:00:00,2.164900111,7.163170271,0.00E+00,5.993131649,0.00E+00,0.1650106,0.1650106,0.1650106,0.828266358,0.180458136,0.315346149,0.658706854,1.1246684
 01/10  21:00:00,2.008145259,7.064723703,0.00E+00,5.974531167,0.00E+00,0.164498468,0.164498468,0.164498468,0.713790553,0.155516757,0.275875149,0.681352319,1.043262545
 01/10  22:00:00,1.839454645,7.11435511,0.00E+00,6.12585174,0.00E+00,0.16866482,0.16866482,0.16866482,0.599314665,0.130575396,0.25834249,0.665445261,0.942669022
 01/10  23:00:00,1.524375399,7.213017601,0.00E+00,6.394331887,0.00E+00,0.176056961,0.176056961,0.176056961,0.451169476,9.83E-02,0.205881021,0.575857593,0.779021959
 01/10  24:00:00,1.209061057,7.114019087,0.00E+00,6.478417163,0.00E+00,0.178372105,0.178372105,0.178372105,0.309758114,6.75E-02,0.13592089,0.500409534,0.601134859
 01/11  01:00:00,0.907553875,7.464608741,0.00E+00,7.021805858,0.00E+00,0.19333338,0.19333338,0.19333338,0.161612925,3.52E-02,8.64E-02,0.413914906,0.414293371
 01/11  02:00:00,0.776340355,7.294558738,0.00E+00,6.939554589,0.00E+00,0.191068733,0.191068733,0.191068733,9.43E-02,2.05E-02,7.22E-02,0.381106598,0.328754398
 01/11  03:00:00,0.732474548,7.483904487,0.00E+00,7.153129155,0.00E+00,0.196949142,0.196949142,0.196949142,6.73E-02,1.47E-02,5.97E-02,0.376687971,0.304829926
 01/11  04:00:00,0.711219963,7.169227473,0.00E+00,6.8317727,0.00E+00,0.188101143,0.188101143,0.188101143,6.73E-02,1.47E-02,5.26E-02,0.371385619,0.311874581
 01/11  05:00:00,0.709864173,7.314073949,0.00E+00,6.909230255,0.00E+00,0.190233804,0.190233804,0.190233804,6.73E-02,1.47E-02,6.32E-02,0.357356477,0.380229797
 01/11  06:00:00,0.756057746,7.3215613,0.00E+00,6.616462904,0.00E+00,0.182172957,0.182172957,0.182172957,6.73E-02,1.47E-02,7.60E-02,0.398781107,0.677631265
 01/11  07:00:00,0.974237555,7.729822926,0.00E+00,6.464602606,0.00E+00,0.177991745,0.177991745,0.177991745,0.154879099,3.37E-02,0.129758135,0.460752354,1.233484751
 01/11  08:00:00,1.291156793,7.837102562,0.00E+00,6.414316503,0.00E+00,0.176607203,0.176607203,0.176607203,0.316492024,6.90E-02,0.207406095,0.489583897,1.389064639
 01/11  09:00:00,1.242537018,7.690648985,0.00E+00,6.311403722,0.00E+00,0.173773676,0.173773676,0.173773676,0.303024287,6.60E-02,0.268690864,0.413914906,1.350735751
 01/11  10:00:00,1.063982122,7.644104059,0.00E+00,6.390010715,0.00E+00,0.175937985,0.175937985,0.175937985,0.154879099,3.37E-02,0.33003376,0.352275056,1.229829443
 01/11  11:00:00,1.059706748,7.696207823,0.00E+00,6.58616211,0.00E+00,0.181338677,0.181338677,0.181338677,0.127943542,2.79E-02,0.344876896,0.360559982,1.085211166
 01/11  12:00:00,1.066913606,7.233999069,0.00E+00,6.253955956,0.00E+00,0.17219195,0.17219195,0.17219195,0.127943542,2.79E-02,0.361120015,0.360670447,0.955200957
 01/11  13:00:00,1.047280984,6.976510172,0.00E+00,6.098389708,0.00E+00,0.167908701,0.167908701,0.167908701,0.127943542,2.79E-02,0.351846255,0.354594835,0.853696783
 01/11  14:00:00,1.011389267,6.402702187,0.00E+00,5.584277793,0.00E+00,0.153753511,0.153753511,0.153753511,0.127943542,2.79E-02,0.317848037,0.366856526,0.793156156
 01/11  15:00:00,1.012030679,6.235293189,0.00E+00,5.47491577,0.00E+00,0.150742415,0.150742415,0.150742415,0.134677452,2.93E-02,0.292642405,0.387513608,0.733686367
 01/11  16:00:00,1.070106646,5.710487887,0.00E+00,4.941329655,0.00E+00,0.136051037,0.136051037,0.136051037,0.168346836,3.67E-02,0.302863858,0.409054416,0.740983499
 01/11  17:00:00,1.328846405,5.557947563,0.00E+00,4.711795077,0.00E+00,0.129731196,0.129731196,0.129731196,0.28282264,6.16E-02,0.353721026,0.483839681,0.812826715
 01/11  18:00:00,1.807009419,5.268950254,0.00E+00,4.262487783,0.00E+00,0.11736029,0.11736029,0.11736029,0.52524207,0.114436865,0.445070293,0.587787887,0.965976985
 01/11  19:00:00,2.174466007,6.221156403,0.00E+00,5.06994767,0.00E+00,0.139592313,0.139592313,0.139592313,0.781129237,0.170188159,0.398284023,0.638160237,1.107253715
 01/11  20:00:00,2.143982964,6.407964958,0.00E+00,5.233427653,0.00E+00,0.144093454,0.144093454,0.144093454,0.828266358,0.180458136,0.315346149,0.658706854,1.129167083
 01/11  21:00:00,1.997221358,6.670702039,0.00E+00,5.577778637,0.00E+00,0.153574568,0.153574568,0.153574568,0.713790553,0.155516757,0.275875149,0.681352319,1.045993413
 01/11  22:00:00,1.851750669,7.562769264,0.00E+00,6.572439359,0.00E+00,0.180960845,0.180960845,0.180960845,0.599314665,0.130575396,0.25834249,0.665445261,0.944495557
 01/11  23:00:00,1.556343283,8.374965536,0.00E+00,7.555395103,0.00E+00,0.208024845,0.208024845,0.208024845,0.451169476,9.83E-02,0.205881021,0.575857593,0.779906679
 01/11  24:00:00,1.252814129,8.703569663,0.00E+00,8.067514585,0.00E+00,0.222125177,0.222125177,0.222125177,0.309758114,6.75E-02,0.13592089,0.500409534,0.601588014
 01/12  01:00:00,0.956813227,9.253483697,0.00E+00,8.810889624,0.00E+00,0.242592733,0.242592733,0.242592733,0.161612925,3.52E-02,8.64E-02,0.413914906,0.414084561
 01/12  02:00:00,0.866871269,10.58220335,0.00E+00,10.22760812,0.00E+00,0.281599647,0.281599647,0.281599647,9.43E-02,2.05E-02,7.22E-02,0.381106598,0.328345476
 01/12  03:00:00,0.827400127,10.93044069,0.00E+00,10.60079546,0.00E+00,0.29187472,0.29187472,0.29187472,6.73E-02,1.47E-02,5.97E-02,0.376687971,0.303699821
 01/12  04:00:00,0.819302158,11.09319356,0.00E+00,10.7572831,0.00E+00,0.296183339,0.296183339,0.296183339,6.73E-02,1.47E-02,5.26E-02,0.371385619,0.310330269
 01/12  05:00:00,0.831889826,11.74440966,0.00E+00,11.34116253,0.00E+00,0.312259458,0.312259458,0.312259458,6.73E-02,1.47E-02,6.32E-02,0.357356477,0.37863323
 01/12  06:00:00,0.895079106,12.36936945,0.00E+00,11.66567374,0.00E+00,0.321194317,0.321194317,0.321194317,6.73E-02,1.47E-02,7.60E-02,0.398781107,0.676228574
 01/12  07:00:00,1.11429737,12.81573684,0.00E+00,11.5515298,0.00E+00,0.31805156,0.31805156,0.31805156,0.154879099,3.37E-02,0.129758135,0.460752354,1.23247147
 01/12  08:00:00,1.436088164,13.10014328,0.00E+00,11.67817704,0.00E+00,0.321538574,0.321538574,0.321538574,0.316492024,6.90E-02,0.207406095,0.489583897,1.388244826
 01/12  09:00:00,1.404773161,13.58212267,0.00E+00,12.20376794,0.00E+00,0.336009818,0.336009818,0.336009818,0.303024287,6.60E-02,0.268690864,0.413914906,1.34984522
